winpercent, oppwinpercent, weather, temperature, numinjured, oppnuminjured, startingpitcher, oppstartingpitcher, dayssincegame, oppdayssincegame, homeaway, rundifferential, opprundifferential, winner
0.157968817,0.320448651,0,64.0001257,1,2,2,1,4,1,0,11,59,0
0.487180623,0.967903494,1,74.97411895,3,3,3,4,2,3,1,?,62,1
0.410732112,0.404436408,-1,64.87072524,0,0,4,4,2,1,1,30,49,1
0.255103402,0.32616807,1,61.68657918,3,3,1,1,3,3,0,61,29,1
0.626594693,0.599709815,0,62.54891161,2,0,1,1,2,1,1,76,40,1
0.56685322,0.340187565,1,62.71242809,1,0,4,2,2,2,1,67,36,1
0.491888772,0.434656867,1,77.52219581,1,0,1,5,3,?,1,?,26,1
0.329829326,0.452789909,1,65.54803427,0,2,5,1,3,3,0,92,66,0
0.556095483,0.5790996,-1,79.85054592,2,1,1,2,4,3,1,68,52,1
0.403774165,0.90376117,0,57.84704316,2,2,5,2,3,3,?,52,10,1
0.509104665,0.364565683,-1,68.92634036,1,1,4,?,2,2,0,28,15,1
0.550987606,?,0,72.15739839,3,1,?,4,1,1,0,79,22,1
0.324283066,0.404665082,0,58.05142134,2,1,2,2,4,1,0,46,37,1
0.338389885,0.313361032,-1,67.18372319,1,1,5,2,3,3,?,32,20,1
0.356063666,0.611812253,1,62.88611703,3,3,4,4,3,3,0,41,75,1
0.77797068,0.085206491,0,68.00906766,1,1,4,1,2,2,0,39,64,0
0.427087069,0.566756239,?,?,0,-1,5,1,3,3,0,75,22,1
0.515508567,0.548692984,1,64.34131689,?,3,3,3,3,4,0,57,47,0
0.551262277,0.579746584,-1,73.0939315,2,1,1,1,3,3,1,9,33,1
0.474870732,0.401929001,1,70.19975824,0,2,4,5,3,2,1,47,72,0
0.529580389,0.385496208,1,?,0,?,1,?,2,3,1,37,56,0
0.22562714,0.240394286,-1,56.90356057,2,2,3,1,2,4,0,4,50,1
0.574156641,0.543489694,-1,66.88522536,2,?,1,2,2,3,1,77,101,1
0.441275233,?,0,66.18825607,1,0,3,4,3,2,0,27,52,1
0.119807984,0.393319392,0,74.96262335,3,1,2,4,2,1,0,34,55,1
0.553788316,1.063989129,1,75.91943793,2,2,2,2,3,2,0,?,42,1
?,0.491017464,-1,69.41384191,1,0,4,1,1,3,1,21,41,1
0.315655868,?,1,69.20195474,3,3,4,5,3,4,1,69,39,1
0.739060054,0.540985824,1,?,1,2,3,1,2,3,0,34,19,0
0.412857847,0.354916694,0,81.43114427,1,0,2,3,2,3,1,50,41,1
0.504959721,0.874259221,1,71.39053355,?,1,5,?,2,2,0,43,78,1
?,?,0,60.31387269,0,2,5,2,3,2,0,?,27,0
0.336408659,0.33079557,-1,58.20327815,2,1,2,4,1,3,1,60,25,1
0.592868974,0.541927513,-1,72.53563179,2,0,4,5,4,3,1,59,60,1
0.599746082,0.200613232,0,64.38289203,2,1,4,5,3,3,0,96,?,0
0.492701179,0.339765099,0,59.22882059,1,1,5,2,4,2,0,59,59,1
0.259648089,?,-1,68.57432952,1,2,4,1,4,3,1,?,40,0
0.20262165,0.558516297,1,?,1,1,1,5,4,3,1,58,20,1
0.435460677,0.664660425,0,66.6915089,0,1,4,1,4,2,1,35,52,0
0.757730596,0.529568094,0,71.31645334,1,1,5,1,3,3,0,37,53,1
0.388110756,0.624889497,-1,59.86133862,1,2,3,2,2,3,0,27,58,0
0.668021155,0.799521331,-1,62.98554478,2,3,2,3,0,3,1,43,43,0
0.646736605,0.673963383,0,64.34309699,2,3,4,3,3,1,0,23,59,0
0.399532748,0.786785188,1,57.97225447,2,1,2,4,-1,3,1,38,65,1
0.857134222,0.783524772,0,75.7926089,4,1,3,1,3,1,0,66,71,1
0.519068017,0.599928869,0,?,2,1,1,1,1,2,0,42,48,1
0.64108728,0.611280938,?,64.70480071,?,2,1,1,4,4,0,41,?,0
0.270170523,0.208758923,1,58.82392859,?,?,5,1,1,2,0,56,76,1
0.572571324,0.876661318,0,63.93723416,0,1,2,2,2,1,1,?,89,0
0.586146542,0.284869314,0,67.1297111,3,2,5,2,0,3,?,36,61,0
0.667365508,0.459244575,-1,71.9248163,0,1,2,1,2,5,0,23,54,0
0.503002543,0.569705353,1,65.7181732,4,1,3,1,4,4,0,17,28,1
0.403202221,?,0,71.14459029,1,3,2,3,?,2,0,45,62,0
0.325454324,0.614030001,0,55.70521633,1,1,3,3,3,3,0,26,?,?
0.306157544,0.429063852,-1,55.38745818,3,2,2,4,1,3,?,17,23,1
0.571507392,0.653151605,-1,68.91149537,1,3,3,3,3,3,1,67,36,1
0.334374893,0.351128773,0,75.35990315,?,1,5,1,1,?,1,43,49,1
0.030215699,0.559703072,1,66.54131013,0,1,1,3,3,2,1,48,57,0
0.45686711,0.586728311,0,77.29337736,2,?,5,1,2,3,1,77,42,1
0.18787963,0.478512445,1,55.47325083,1,2,5,2,3,3,1,17,28,0
0.374288936,0.554859119,0,?,1,0,1,2,2,3,0,17,40,1
0.222095665,0.641323724,0,54.650435,3,-1,5,1,3,2,0,59,?,1
0.454859767,0.53981759,-1,55.85540858,?,0,2,1,2,2,1,40,44,1
0.570379421,0.303346729,0,50.19845549,2,2,3,2,1,4,1,27,7,1
0.5973447,0.773000768,-1,71.88799326,0,1,4,1,2,?,0,55,61,0
0.768189401,0.01448616,-1,52.43404252,?,0,3,4,3,1,0,81,48,0
0.598198679,0.558226502,-1,58.68445716,1,0,3,1,1,2,?,69,49,1
0.602133169,0.489303528,1,55.63424277,2,2,2,5,1,4,1,56,?,1
?,0.849158994,-1,58.15294509,2,0,3,4,2,1,0,34,57,1
0.617706374,1.033995639,-1,64.84674457,3,1,5,2,?,2,0,31,31,1
0.874498697,0.644695988,1,59.58442719,1,1,5,3,2,?,1,?,?,1
0.637474279,0.490556365,-1,54.68969928,2,2,3,1,2,3,1,28,40,1
0.757691427,0.44632666,-1,56.68852782,0,0,2,5,2,4,0,49,?,1
0.466783114,0.4505897,-1,55.83393476,3,1,1,4,2,4,1,58,65,1
0.761471808,0.499495783,1,66.58230551,0,2,3,5,4,2,1,38,33,0
0.506911725,0.441975189,-1,69.39607415,2,5,?,2,?,3,0,22,41,0
0.5350133,0.631564084,-1,68.95101751,?,1,2,3,4,?,1,61,59,1
?,0.307271009,1,62.38920569,1,0,1,4,5,2,1,39,60,1
0.459167742,0.298117403,-1,69.43630061,3,1,2,1,1,2,0,87,47,1
0.497749164,?,0,67.84954656,2,0,4,4,4,2,0,43,26,1
0.234735408,0.214639846,0,66.95147818,2,0,2,5,3,3,0,71,49,1
0.511176969,?,0,70.5659694,0,2,2,?,1,2,0,33,99,0
0.575407998,0.597984765,0,75.52380187,?,2,5,5,3,2,1,39,44,1
0.232676695,0.225951323,-1,61.90291583,1,1,4,3,2,2,1,65,73,1
0.7709365,0.757657665,-1,62.78787888,2,2,4,4,0,2,0,31,26,1
0.434778117,0.563868932,1,71.55353328,3,0,5,1,2,3,0,54,80,1
0.578821764,0.746264396,-1,67.57985812,?,3,1,3,4,3,0,43,48,0
0.571571607,1.139494962,1,59.61533227,1,4,?,4,3,3,1,51,23,1
0.253712371,0.437006506,-1,57.97615077,2,1,4,?,1,4,0,73,84,1
0.274421273,0.54212135,0,49.17280878,3,2,2,4,2,3,0,31,31,1
0.87152693,0.495957785,0,58.98747335,4,1,2,1,4,3,1,94,51,1
0.516945422,0.439498728,-1,65.1385289,3,3,5,2,3,2,0,50,71,1
0.285553195,0.256057213,0,73.32914516,3,2,1,1,3,3,1,79,38,1
0.37674996,0.559095051,-1,76.40084523,2,1,2,5,0,3,1,58,58,1
0.524502835,0.379482791,?,57.91284556,1,2,5,2,2,4,1,2,62,0
0.558833934,0.451761095,0,?,2,2,2,4,3,1,?,65,85,1
0.432748096,0.618432973,?,74.72680274,-1,2,1,5,3,3,0,-7,33,1
0.389633629,0.31714411,-1,66.28425161,2,0,1,3,3,4,0,35,79,1
0.582378432,0.97264808,0,79.76347252,2,3,?,1,2,3,?,72,82,0
0.723284716,0.517247175,-1,55.37303149,1,3,?,1,2,2,1,?,60,0
0.371949325,0.485719791,-1,77.61978585,2,2,1,1,4,2,1,?,46,1
0.623309284,0.76972656,1,59.37086215,3,1,2,4,3,2,0,47,73,?
0.35350424,0.561113851,1,60.41813131,1,1,?,3,2,3,1,29,?,1
0.38938076,?,0,55.44190516,2,3,3,5,4,3,0,52,59,0
0.143875418,0.495428937,-1,73.45186325,0,1,4,4,3,?,0,41,61,0
0.272007828,0.60177393,0,61.42271574,3,0,1,1,2,2,?,71,46,?
0.387936625,0.40890086,0,48.54525827,1,0,3,4,0,4,?,55,51,1
0.467362289,0.447619864,1,55.8829047,2,1,2,5,3,3,0,?,36,1
0.493475447,0.179748828,0,?,2,2,1,2,2,4,0,47,31,?
0.528282169,0.664037025,-1,70.80263246,1,0,3,1,3,3,1,63,21,1
0.366571061,0.017852798,0,65.66389977,0,1,2,2,2,4,0,18,38,0
0.577518159,0.321663413,1,65.85050973,2,1,5,4,3,5,0,58,?,1
0.466745719,0.573109902,1,65.3984355,2,2,4,2,2,3,0,44,50,1
0.158499376,0.418930873,1,60.11228555,3,1,3,4,3,?,1,32,63,1
0.551158009,?,-1,68.63300093,1,2,1,3,2,3,1,58,33,1
0.524650239,0.226017184,-1,64.54655802,3,?,2,?,1,2,0,50,47,1
0.947967379,0.562873277,-1,61.28271573,1,2,4,1,3,3,1,84,31,1
0.568774662,0.786451135,1,61.68729045,2,1,2,3,3,2,1,?,38,1
0.571107271,0.635337322,0,68.78850292,2,2,4,3,2,1,1,?,56,1
0.459023211,0.420506901,0,67.99212546,1,2,4,3,3,2,1,68,?,0
0.704126345,0.2862415,1,50.45984473,2,1,1,4,4,2,0,79,14,1
0.634990823,0.496408622,0,60.30900666,4,1,2,1,2,1,0,12,61,1
0.47993664,0.462357003,-1,57.13831071,0,2,1,4,2,3,0,32,45,0
0.719697524,0.420819108,0,59.23183621,2,2,4,1,2,2,0,57,36,1
0.321208235,0.738384454,-1,64.88121472,3,2,1,5,2,2,1,62,96,1
?,0.426422283,-1,70.93702391,0,1,4,1,2,1,1,21,43,0
0.495459767,0.480098065,1,61.19647916,1,1,1,2,1,4,1,55,45,1
0.000262963,0.618191016,1,72.50529837,1,1,3,4,1,4,1,42,31,1
0.520915247,1.073085034,1,63.36840842,?,1,2,4,3,0,0,71,41,1
0.440913386,0.225092668,0,67.93823257,0,2,1,1,3,0,1,62,52,0
0.543314223,0.499582777,-1,61.11055126,1,0,3,1,3,1,1,74,50,1
0.67826018,0.475764842,0,?,2,2,4,1,4,1,1,47,71,1
0.407748155,0.627890927,-1,62.86951042,?,2,2,3,1,2,1,49,39,0
0.263572378,0.170112074,-1,59.82938031,3,-1,2,3,1,2,1,38,42,1
0.198115776,0.415839398,-1,54.25425621,0,0,2,3,4,2,1,36,87,1
0.198171574,0.65089505,1,72.37552156,3,2,1,4,2,3,1,48,38,1
0.710696393,?,0,64.73466257,0,?,4,5,2,2,1,46,55,0
0.374782148,0.399937697,0,71.42047104,2,3,3,5,1,3,1,120,68,0
0.639103844,0.669199095,1,65.576332,1,2,1,2,2,2,0,43,7,1
0.163999439,0.598565927,0,55.39434419,0,1,2,4,1,3,1,51,69,0
0.078265759,0.606754248,-1,62.91782945,2,1,1,2,2,2,0,52,46,1
0.491264919,0.44236525,?,77.44908608,1,2,1,2,4,2,0,55,51,0
0.637149476,0.590554512,0,61.4961911,2,2,1,5,2,2,1,39,41,1
0.603900812,0.522993428,0,71.11560816,1,0,1,1,3,2,1,19,59,1
0.708842091,0.562247435,-1,62.67534979,1,1,1,5,3,2,1,31,18,1
0.461945053,0.837021413,-1,64.21086878,2,1,5,5,3,2,1,33,20,1
0.206011425,0.549598763,1,63.35641785,?,2,5,2,5,?,0,46,48,?
0.540251249,0.482567275,?,59.89023859,2,2,?,1,3,3,0,29,52,1
0.673281817,0.601684679,-1,62.25931123,2,?,1,3,2,2,1,39,47,1
0.54032778,0.189397841,0,67.40465362,1,-1,4,3,2,?,1,41,45,0
0.572237331,0.757230222,0,68.03254884,1,1,4,2,2,4,1,47,52,1
0.521299567,0.272678215,-1,65.62730423,1,0,5,5,?,2,1,40,27,1
0.85832886,0.576821486,0,66.66422937,2,2,5,5,2,1,1,53,42,1
0.492293766,0.455534313,1,56.88971368,2,1,3,3,1,3,0,-5,54,1
0.865809462,0.725703104,0,58.42246112,2,2,5,4,4,3,0,57,49,1
0.647916275,0.643641627,0,68.7420465,1,2,1,2,2,2,0,31,69,0
0.411788105,0.342990572,0,76.29507351,1,2,5,4,2,2,1,25,53,0
0.412595436,0.373626598,0,60.59762973,1,2,3,2,2,3,1,80,57,0
0.135662887,0.305440482,1,70.49199509,1,-1,2,4,0,1,0,78,41,1
0.356716134,0.527894223,-1,56.73321395,2,?,1,2,4,4,0,61,99,0
0.43230086,0.391068715,1,60.59106874,1,2,?,?,?,4,0,52,64,?
?,0.551528016,-1,72.84385028,2,2,1,4,3,3,0,40,42,1
?,0.556191893,0,57.49047717,?,2,5,5,3,3,1,50,87,0
0.646784052,0.730471235,1,72.79998161,2,1,?,5,4,4,1,60,35,1
0.267848253,0.539441887,1,61.4667959,1,2,4,4,1,4,1,17,50,0
0.668123525,0.749673822,1,78.92503534,2,1,2,3,1,1,1,56,35,1
0.517946987,0.390780738,0,53.92687539,2,3,1,1,-1,4,0,35,83,0
0.780840922,0.348242212,-1,?,3,2,2,5,2,2,0,?,53,0
0.435688905,0.352933653,1,63.46977312,2,4,3,3,?,3,1,40,66,0
0.238672911,0.616634514,-1,56.85383982,?,2,5,2,1,3,1,74,64,1
0.37520559,0.59803251,-1,68.62503902,2,2,3,1,3,2,1,63,72,1
0.670726217,0.71982103,0,61.68903273,?,0,5,1,3,3,?,40,31,1
0.211721111,0.683569114,1,54.47355175,2,1,4,4,2,4,?,64,25,1
0.708997759,0.273653653,0,67.68493781,1,3,2,5,2,4,0,33,68,0
0.610518457,0.696132101,0,74.7636189,?,0,?,5,2,1,0,18,30,1
0.567749456,0.649507471,0,68.61504178,2,2,2,1,1,1,1,53,54,1
0.155741849,0.431435236,-1,64.18371766,1,2,1,1,4,2,1,62,69,0
0.468818812,0.662634629,0,66.91320171,1,2,3,5,2,4,1,?,50,0
0.441532318,0.54733114,1,55.91310655,0,3,1,5,2,2,1,49,47,0
0.518619569,0.336364153,?,59.62489959,3,?,2,2,3,1,1,38,28,?
0.587024988,0.303673531,0,70.54528153,1,?,1,5,2,2,1,50,-8,1
?,0.352888555,-1,63.37474863,3,3,3,3,1,3,1,93,46,1
0.723472924,0.444065785,-1,73.32210543,2,1,5,2,4,3,0,67,51,1
0.629584427,0.698253783,0,60.43665093,1,1,4,3,1,4,1,30,7,?
0.272986533,0.511915523,-1,79.61268793,2,2,4,2,3,2,1,36,73,1
0.392644399,0.478464589,0,73.44708479,0,1,3,1,3,0,1,53,79,0
0.428476007,0.815575086,0,58.7552402,0,0,1,4,4,3,0,71,75,1
1.008766837,0.901856623,-1,74.61688456,3,2,3,1,3,2,0,47,47,1
0.472851744,0.160624817,1,70.81354876,-1,2,3,2,2,1,0,45,63,0
0.443060668,?,-1,69.09836519,4,2,1,3,2,3,0,27,29,1
0.391943051,0.781632667,-1,53.97211282,0,3,3,3,4,2,1,66,16,1
0.668075742,0.511410347,1,66.2444588,2,3,4,1,?,3,1,36,64,0
0.620890801,0.524489726,0,60.60409015,3,2,2,4,3,2,0,51,?,1
0.095098542,0.601851542,1,62.97603908,1,1,2,3,4,4,0,13,58,1
?,0.410536904,-1,63.89987233,0,1,2,2,2,4,0,38,30,0
0.245145287,0.710242469,1,77.46552938,1,1,1,2,1,1,1,50,49,1
0.674776871,0.189140529,1,62.29258142,?,1,5,1,2,2,0,54,34,0
0.478054305,0.387738909,0,64.64395271,2,2,3,1,2,1,1,30,37,1
0.634710394,0.648839347,1,57.49779569,2,?,3,4,2,2,0,33,78,1
0.778166129,0.379924521,0,66.06308716,?,3,4,2,5,4,1,24,70,0
0.858143309,0.410443975,1,64.13403489,2,2,5,2,4,2,1,41,97,0
0.533343807,0.64396802,1,59.04226225,1,1,5,1,2,3,0,20,39,1
0.655961652,0.686270613,?,73.00543887,2,1,1,4,4,3,1,43,68,1
0.322737133,0.531674175,0,?,4,1,3,?,1,3,0,42,26,1
0.537513015,0.633136262,0,72.85207055,0,1,2,5,2,4,1,57,46,0
0.588066447,0.673993404,1,66.95507387,1,1,3,1,4,2,0,17,78,1
0.515360231,0.792711033,1,55.91277365,1,3,4,3,3,3,1,41,45,0
0.515102577,0.006858342,-1,54.51494647,0,0,2,5,3,2,0,40,48,0
0.187902091,0.860704122,0,77.40201889,1,1,5,1,2,2,1,-2,74,0
0.63860038,0.259962827,0,?,2,2,3,1,3,3,1,9,69,0
0.475430382,?,1,59.66452574,2,3,4,3,1,3,0,17,22,0
0.598802498,0.220993837,?,72.897693,0,2,3,1,3,2,1,44,48,0
0.340718656,0.50283491,1,66.79470403,2,3,1,1,1,1,1,19,60,0
0.457242033,0.276909429,0,67.15476378,3,0,3,2,2,1,1,0,13,0
0.371838146,0.511600798,1,73.07728343,2,1,3,3,3,2,1,31,60,1
0.572003951,?,-1,69.58475952,1,3,5,2,3,1,1,83,75,0
0.563224725,?,1,63.65201025,?,3,2,4,2,3,1,51,55,0
0.12621905,0.761594123,-1,67.38907586,3,0,4,3,3,2,?,88,8,1
0.399051396,0.399638694,-1,69.92601764,2,0,4,1,3,2,1,38,38,1
?,0.386195954,0,61.48890583,2,1,5,3,4,2,0,37,61,1
0.336527754,0.533985225,-1,63.73173826,-1,1,?,4,3,2,1,50,44,0
0.345529832,0.369323227,0,61.64046534,0,4,3,3,3,3,1,21,25,0
0.394724091,0.290041915,-1,77.6394016,1,1,2,2,3,2,0,67,54,1
0.420046544,0.42504226,-1,71.49813272,1,1,1,2,1,?,0,29,63,1
0.535607732,0.333470089,-1,63.53939137,1,1,4,5,4,1,0,49,90,1
0.645360765,0.609421929,0,50.97953819,1,2,1,4,2,3,0,31,37,0
0.54615142,0.620030873,?,62.32962063,2,1,4,4,4,3,?,63,24,1
0.476218701,0.414825057,0,71.89048564,3,0,4,4,2,2,0,60,70,1
0.162422845,0.510760194,1,67.97888225,0,2,2,5,3,3,1,50,47,0
0.062953832,0.516282051,-1,56.27670263,1,4,2,?,3,2,0,18,37,0
0.615868966,0.371938226,-1,80.68683857,3,3,5,3,3,2,?,68,62,1
0.686337272,?,1,73.89686852,1,2,1,4,2,3,1,70,53,0
0.748522538,0.403300432,-1,64.90366239,2,-1,4,3,?,2,1,56,45,1
?,0.331433517,-1,70.0195526,2,0,3,3,3,2,1,37,62,1
0.525209187,0.745469569,0,64.61997034,1,1,5,4,3,2,1,73,19,1
0.48487477,0.095646265,0,61.08638072,-1,1,3,3,2,1,1,59,?,0
0.373951324,0.750581013,-1,61.88947375,0,2,?,5,2,3,0,83,57,0
0.745391544,0.65314761,1,54.08869753,2,0,4,2,2,2,0,49,31,1
0.389979517,0.858468183,0,70.31045875,0,2,4,1,4,2,0,20,38,0
0.639586639,0.75508225,1,66.03644152,4,2,1,2,3,4,1,89,-6,1
0.35449662,0.656740583,-1,65.14105148,1,3,3,3,3,0,1,45,28,1
?,0.514446608,0,53.89696499,3,3,5,1,3,3,1,79,44,1
0.538918162,0.397062257,-1,63.55910792,3,1,2,3,2,3,1,27,?,1
0.231583799,0.305026207,0,61.82153272,1,1,4,3,3,2,0,39,48,1
0.634192442,0.855230767,0,66.37860884,1,2,1,4,3,2,1,?,13,1
0.662867794,0.765208734,1,63.4805284,2,1,1,?,1,3,0,60,19,1
0.833795445,0.137305115,-1,74.05540095,1,3,3,3,4,3,0,63,32,0
0.497295472,0.471194895,1,66.39447214,1,2,1,2,2,1,1,?,43,0
0.343896819,0.322671944,1,59.48326955,1,2,3,1,4,3,0,44,43,0
0.385255399,0.468372196,1,65.78929565,1,3,2,4,2,2,0,64,106,0
0.262824916,0.464046217,1,66.66158328,2,4,5,3,4,?,1,73,61,0
0.489078336,0.763683747,-1,61.78032661,4,1,4,5,4,2,0,64,68,1
0.49692474,0.354680623,-1,67.35120202,2,0,5,4,3,3,1,25,28,1
0.767944933,0.514159872,-1,62.97572956,2,2,3,4,2,1,1,28,52,1
0.772496213,0.684338657,1,74.16615819,2,1,4,1,2,2,0,19,46,1
0.924598134,0.852082056,-1,?,1,3,5,1,?,3,1,21,44,0
0.458593195,0.207010202,0,66.68985612,0,3,5,1,3,4,1,47,36,0
0.638897372,0.613628986,1,63.609428,1,2,1,3,4,?,1,66,67,0
